loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
34662,TOI-5293 A b,TOI-5293 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,2.930289,0.000004,-0.000004,0,0.034,0.004,-0.003,0,11.9,0.4,-0.4,0,1.06,0.04,-0.04,0,170.4,21.8,-21.9,0,0.54,0.07,-0.07,0,Mass,0.38,,,1,34.6,8.6,-6.2,0,675,42,-30,0,0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,M3+/-1,3586,88,-88,0,0.52,0.02,-0.01,0,0.54,0.02,-0.02,0,-0.03,0.12,-0.12,0,[Fe/H],4.77,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h43m18.88s,355.828682,-02d02m42.34s,-2.0450945,162.229,1.316,-1.295,16.19,1.133,-1.133,11.639,0.035,-0.035,14.9816,0.000555,-0.000555,7/21/2023,2023-07,7/21/2023
34663,TOI-530 b,TOI-530,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,6.387597,0.000019,-0.000018,0,0.052,0.005,-0.004,0,9.303,0.673,-0.673,0,0.83,0.06,-0.06,0,127.13136,28.60456,-31.78284,0,0.4,0.09,-0.1,0,Mass,0,,,0,,,,,565,28,-31,0,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,M0.5 V,3659,120,-120,0,0.54,0.03,-0.03,0,0.53,0.02,-0.02,0,0.376,0.095,-0.095,0,[Fe/H],4.7,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h53m39.08s,103.4128333,+12d52m53.68s,12.8815784,148.762,1.109,-1.093,15.403,0.136,-0.136,11.238,0.02,-0.02,14.6439,0.000567,-0.000567,10/11/2021,2022-03,10/11/2021
34668,TOI-5301 b,TOI-5301,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,5.858858,0.000016,-0.000016,0,0.073,0.0011,-0.0011,0,13.092,0.852,-0.785,0,1.168,0.076,-0.07,0,1182.32167,117.59651,-117.59651,0,3.72,0.37,-0.37,0,Mass,0.33,0.11,-0.1,0,,,,,1648,34,-31,0,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,,6240,160,-160,0,2.19,0.12,-0.11,0,1.48,0.08,-0.14,0,0.03,0.13,-0.11,0,[Fe/H],3.93,0.05,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h51m57.79s,12.9908008,+13d04m42.14s,13.0783712,629.161,20.626,-19.378,11.738,0.069,-0.069,10.336,0.02,-0.02,11.5696,0.000586,-0.000586,7/23/2024,2024-07,7/23/2024
34670,TOI-5319 b,TOI-5319,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,4.07853,0.000008,-0.000008,0,0.0506,0.0025,-0.006,0,2.83,0.57,-0.59,0,0.252,0.051,-0.053,0,,,,,,,,,,,,,,,,,,695,,,0,0,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,M,3580,124.25,-124.25,0,0.48,0.07,-0.07,0,0.5,0.1,-0.1,0,,,,,,4.5,,,-1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h20m51.25s,35.2135563,+23d31m13.59s,23.5204408,61.171,0.2092,-0.2078,13.947,0.018,-0.018,9.553001,0.029,-0.029,13.1344,0.000778,-0.000778,10/22/2024,2024-10,10/22/2024
34673,TOI-532 b,TOI-532,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,2.3266508,0.000003,-0.000003,0,0.0296,0.00035,-0.00035,0,5.82,0.19,-0.19,0,0.519,0.017,-0.017,0,61.5,9.7,-9.3,0,0.1935,0.03052,-0.02926,0,Mass,0,,,0,94.1,8,-8,0,867,18,-18,0,0,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,,3927,37,-37,0,0.61,0.01,-0.01,0,0.64,0.02,-0.02,0,0.338,0.072,-0.066,0,[Fe/H],4.67,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h40m19.21s,85.0800537,+11d33m45.49s,11.5626373,135.047,0.548,-0.548,14.413,0.006,-0.006,10.587,0.025,-0.025,13.6645,0.000485,-0.000485,8/16/2021,2021-10,8/16/2021
34676,TOI-5344 b,TOI-5344,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..163H/abstract target=ref>Hartman et al. 2023</a>,3.792622,0.0000062,-0.0000062,0,0.04041,0.00075,-0.00075,0,10.604,0.235,-0.235,0,0.946,0.021,-0.021,0,130.9453,12.71314,-12.71314,0,0.412,0.04,-0.04,0,Mass,0.054,,,1,38,3,-3,0,689,12,-12,0,0,<a refstr=HARTMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..163H/abstract target=ref>Hartman et al. 2023</a>,,3747,64,-64,0,0.59,0.01,-0.01,0,0.61,0.03,-0.03,0,0.425,0.088,-0.088,0,[Fe/H],4.69,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h13m03.89s,63.2662165,+20d54m54.56s,20.9151568,138.367,1.336,-1.311,15.402,0.149,-0.149,10.86,0.018,-0.018,14.3361,0.000589,-0.000589,11/7/2023,2023-10,11/7/2023
34678,TOI-5388.01,TOI-5388,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,2.594675,,,0,0.024336,,,0,1.894,0.559,-0.559,0,0.169,0.05,-0.05,0,,,,,,,,,,,,,,3.3,,,0,601,,,0,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,3495,,,0,0.31,,,0,0.29,,,0,,,,,,4.91,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h08m42.36s,152.1765169,+35d32m51.21s,35.5475571,18.5226,0.01665,-0.01665,12.728,0.064,-0.064,8.319,0.021,-0.021,11.7284,0.000483,-0.000483,6/11/2024,2024-05,6/11/2024
34679,TOI-5398 b,TOI-5398,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231016888M/abstract target=ref>Mantovan et al. 2023</a>,10.590547,0.000012,-0.000011,0,0.098,0.005,-0.005,0,10.3,0.4,-0.4,0,0.919,0.036,-0.036,0,58.7,5.7,-5.6,0,0.18469,0.01793,-0.01762,0,Mass,0.13,,,1,,,,,947,28,-28,0,0,<a refstr=MANTOVAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231016888M/abstract target=ref>Mantovan et al. 2023</a>,G V,6000,75,-75,0,1.05,0.01,-0.01,0,1.15,0.01,-0.01,0,0.09,0.06,-0.06,0,[Fe/H],4.44,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h47m31.09s,161.8795569,+36d19m45.96s,36.3294345,130.855,0.686,-0.678,10.059,0.005,-0.005,8.713,0.018,-0.018,9.98233,0.000636,-0.000636,11/7/2023,2023-10,11/7/2023
34682,TOI-5398 c,TOI-5398,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231016888M/abstract target=ref>Mantovan et al. 2023</a>,4.77271,0.00016,-0.00014,0,0.057,0.003,-0.003,0,3.52,0.19,-0.19,0,0.314,0.017,-0.017,0,11.8,4.8,-4.7,0,0.03713,0.0151,-0.01479,0,Mass,0.14,,,1,,,,,1242,37,-37,0,0,<a refstr=MANTOVAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231016888M/abstract target=ref>Mantovan et al. 2023</a>,G V,6000,75,-75,0,1.05,0.01,-0.01,0,1.15,0.01,-0.01,0,0.09,0.06,-0.06,0,[Fe/H],4.44,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h47m31.09s,161.8795569,+36d19m45.96s,36.3294345,130.855,0.686,-0.678,10.059,0.005,-0.005,8.713,0.018,-0.018,9.98233,0.000636,-0.000636,11/6/2023,2023-10,11/6/2023
34685,TOI-540 b,TOI-540,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MENT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...23M/abstract target=ref>Ment et al. 2021</a>,1.2391491,0.0000017,-0.0000017,0,0.01223,0.00036,-0.00036,0,0.903,0.052,-0.052,0,0.081,0.005,-0.005,0,,,,,,,,,,0,,,0,23.4,2.1,-2.1,0,611,23,-23,0,0,<a refstr=MENT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...23M/abstract target=ref>Ment et al. 2021</a>,M V,3216,83,-83,0,0.19,0.01,-0.01,0,0.16,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h05m14.33s,76.3096949,-47d56m15.14s,-47.9375391,14.0022,0.0088,-0.0089,14.823,0.149,-0.149,8.9,0.021,-0.021,12.8938,0.000481,-0.000481,10/1/2020,2021-01,10/8/2020
34688,TOI-544 b,TOI-544,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORNE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231014908O/abstract target=ref>Osborne et al. 2023</a>,1.548352,0.000002,-0.000002,0,0.0225,0.0002,-0.0002,0,2.018,0.076,-0.076,0,0.18,0.007,-0.007,0,2.89,0.48,-0.48,0,0.00909,0.00151,-0.00151,0,Mass,0,,,0,,,,,999,14,-14,0,0,<a refstr=OSBORNE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231014908O/abstract target=ref>Osborne et al. 2023</a>,,4169,70,-70,0,0.62,0.01,-0.01,0,0.63,0.02,-0.02,0,-0.17,0.09,-0.09,0,[Fe/H],4.68,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h29m09.62s,82.2900716,-00d20m34.43s,-0.3428983,41.1166,0.0736,-0.0732,10.777,0.017,-0.017,7.8,0.02,-0.02,10.4143,0.00059,-0.00059,12/18/2023,2023-10,12/18/2023
34691,TOI-5542 b,TOI-5542,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRIEVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220914830G/abstract target=ref>Grieves et al. 2022</a>,75.12375,0.00019,-0.00018,0,0.332,0.016,-0.016,0,11.31,0.404,-0.392,0,1.009,0.036,-0.035,0,419.5335,31.78284,-31.78284,0,1.32,0.1,-0.1,0,Mass,0.018,0.026,-0.013,0,9.6,1,-0.9,0,441,48,-74,0,0,<a refstr=GRIEVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220914830G/abstract target=ref>Grieves et al. 2022</a>,G3 V,5700,80,-80,0,1.06,0.04,-0.04,0,0.89,0.06,-0.03,0,-0.21,0.08,-0.08,0,[Fe/H],4.2,0.2,-0.2,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h11m11.62s,302.7984228,-61d08m07.68s,-61.1354659,348.849,3.678,-3.604,12.42,0.046,-0.046,10.897,0.021,-0.021,12.2819,0.000189,-0.000189,10/10/2022,2022-09,10/10/2022
34694,TOI-558 b,TOI-558,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,14.574071,0.000026,-0.000026,0,0.1291,0.002,-0.0021,0,12.173,0.46,-0.426,0,1.086,0.041,-0.038,0,1147.36055,47.67426,-47.67426,0,3.61,0.15,-0.15,0,Mass,0.298,0.022,-0.02,0,,,,,1061,13,-12,0,0,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,F V,6466,95,-93,0,1.5,0.04,-0.04,0,1.35,0.06,-0.07,0,-0.004,0.059,-0.055,0,[Fe/H],4.22,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h49m09.96s,42.2915093,-58d01m28.86s,-58.0246828,402.63,3.855,-3.784,11.233,0.013,-0.013,10.262,0.023,-0.023,11.3253,0.000593,-0.000593,3/28/2022,2022-01,3/28/2022
34696,TOI-559 b,TOI-559,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,6.9839095,0.0000051,-0.0000051,0,0.0723,0.0013,-0.0013,0,12.229,0.314,-0.28,0,1.091,0.028,-0.025,0,1910.14873,76.27882,-73.10053,0,6.01,0.24,-0.23,0,Mass,0.151,0.012,-0.011,0,,,,,1180,18,-16,0,0,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,G V,5925,85,-76,0,1.23,0.03,-0.03,0,1.03,0.06,-0.06,0,-0.069,0.065,-0.079,0,[Fe/H],4.27,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h07m16.47s,46.8186159,-31d09m46.78s,-31.1629951,233.266,1.542,-1.521,11.091,0.007,-0.007,9.638,0.024,-0.024,10.9777,0.000405,-0.000405,3/28/2022,2022-01,3/28/2022
34701,TOI-561 b,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,0.4465688,0.0000007,-0.0000008,0,0.0106,0.0001,-0.0001,0,1.425,0.037,-0.037,0,0.127,0.003,-0.003,0,2,0.23,-0.23,0,0.00629,0.00072,-0.00072,0,Mass,0,,,0,4745,269,-269,0,2310,33,-33,0,0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,G9 V,5372,70,-70,0,0.84,0.01,-0.01,0,0.81,0.04,-0.04,0,-0.4,0.05,-0.05,0,[Fe/H],4.5,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,3/15/2023,2022-04,3/15/2023
34707,TOI-561 c,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,10.778831,0.000034,-0.000036,0,0.0884,0.0009,-0.0009,0,2.91,0.04,-0.04,0,0.26,0.004,-0.004,0,5.39,0.69,-0.68,0,0.01696,0.00217,-0.00214,0,Mass,0.03,0.035,-0.021,0,68.2,3.9,-3.9,0,800,11,-11,0,0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,G9 V,5372,70,-70,0,0.84,0.01,-0.01,0,0.81,0.04,-0.04,0,-0.4,0.05,-0.05,0,[Fe/H],4.5,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,3/15/2023,2022-04,3/15/2023
34710,TOI-561 d,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,1,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,25.7124,0.0001,-0.0002,0,0.158,0.002,-0.002,0,2.82,0.07,-0.07,0,0.252,0.006,-0.006,0,13.2,1,-0.9,0,0.04153,0.00315,-0.00283,0,Mass,0.122,0.054,-0.048,0,21.4,1.3,-1.3,0,598,9,-9,0,0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,G9 V,5372,70,-70,0,0.84,0.01,-0.01,0,0.81,0.04,-0.04,0,-0.4,0.05,-0.05,0,[Fe/H],4.5,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,3/15/2023,2022-04,3/15/2023
34715,TOI-561 e,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,1,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,77.03,0.25,-0.24,0,0.328,0.003,-0.003,0,2.55,0.12,-0.13,0,0.227,0.011,-0.012,0,12.6,1.4,-1.4,0,0.03964,0.0044,-0.0044,0,Mass,0.079,0.058,-0.05,0,4.96,0.28,-0.28,0,415,6,-6,0,0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,G9 V,5372,70,-70,0,0.84,0.01,-0.01,0,0.81,0.04,-0.04,0,-0.4,0.05,-0.05,0,[Fe/H],4.5,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,3/15/2023,2022-04,3/15/2023
34719,TOI-5616 b,TOI-5616,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,2.002849,0.000004,-0.000004,0,0.0272,0.0003,-0.0003,0,10.78,0.54,-0.47,0,0.961,0.048,-0.042,0,624,,,1,1.96332,,,1,Mass,0,,,0,137,6,-6,0,939,27,-27,0,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,,3996,88,-88,0,0.65,0.02,-0.02,0,0.67,0.03,-0.03,0,0.14,0.12,-0.12,0,[Fe/H],4.67,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h19m36.39s,184.9016378,+48d40m59.84s,48.6832895,390.415,5.8005,-5.8005,16.74,0.2,-0.2,12.735,0.025,-0.025,15.6306,0.000469,-0.000469,8/30/2024,2024-08,8/30/2024
34721,TOI-5634 A b,TOI-5634 A,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,2.2035373,0.0000084,-0.0000084,0,0.0272,0.0003,-0.0003,0,10.42,0.62,-0.55,0,0.923,0.056,-0.05,0,588,,,1,1.85005,,,1,Mass,0,,,0,77,5,-5,0,837,34,-34,0,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,,3896,88,-88,0,0.54,0.02,-0.02,0,0.56,0.02,-0.02,0,-0.27,0.12,-0.12,0,[Fe/H],4.73,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m34.47s,175.6436366,+20d57m55.05s,20.9652921,306.144,9.566,-9.566,16.854,0.343,-0.343,12.913,0.033,-0.033,15.9978,0.000998,-0.000998,8/30/2024,2024-08,8/30/2024
34724,TOI-564 b,TOI-564,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,1.651144,0.000018,-0.000018,0,0.02734,0.00061,-0.00053,0,11.433,7.958,-3.251,0,1.02,0.71,-0.29,0,464.98529,31.783,-30.51168,0,1.463,0.1,-0.096,0,Mass,0.072,0.083,-0.05,0,1423,73,-81,0,1714,20,-21,0,0,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,,5640,34,-37,0,1.09,0.01,-0.01,0,1,0.07,-0.06,0,0.143,0.076,-0.078,0,[Fe/H],4.36,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m10.84s,130.2951535,-16d02m10.78s,-16.0363275,199.581,1.27,-1.253,11.097,0.014,-0.014,9.604,0.022,-0.022,11.1424,0.000599,-0.000599,2/8/2021,2020-11,2/11/2021
34726,TOI-5678 b,TOI-5678,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ULMER_MOLL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604295U/abstract target=ref>Ulmer-Moll et al. 2023</a>,47.73022,0.00014,-0.00013,0,0.249,0.005,-0.005,0,4.91,0.08,-0.08,0,0.438,0.007,-0.007,0,20,4,-4,0,0.06293,0.01259,-0.01259,0,Mass,0.14,0.07,-0.07,0,,,,,513,8,-7,0,0,<a refstr=ULMER_MOLL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604295U/abstract target=ref>Ulmer-Moll et al. 2023</a>,G7 V,5485,63,-63,0,0.94,0.01,-0.01,0,0.91,0.04,-0.04,0,0,0.01,-0.01,0,[Fe/H],4.34,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h09m32.20s,47.3841872,-34d11m54.53s,-34.1984808,165.393,0.703,-0.698,11.438,0.012,-0.012,9.563,0.019,-0.019,11.1483,0.000401,-0.000401,6/12/2023,2023-06,6/12/2023
